complaint_id,raw_text,issue_category,jurisdiction_level,assigned_department,officer_title,priority_level,actual_resolution_hours
BAGA-0698,Streetlight not working on NH-48 for 3 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,11.9
BAGA-0699,Road damaged after monsoon near hospital,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,268.6
BAGA-0700,Streetlight not working on Civil Lines Road for 7 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.6
BAGA-0701,Water pipe burst on NH-48 near petrol pump,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,30.1
BAGA-0702,Toilet construction incomplete in Ambegaon under SBM,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,95.3
BAGA-0703,Dirty contaminated water coming from tap in MG Road area,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,45.5
BAGA-0704,"Dustbins removed from GT Road, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,44.3
BAGA-0705,Community hall roof collapsed in gram panchayat Pargaon,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,491.9
BAGA-0706,Overhead tank not filling in our colony MG Road area,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,27.6
BAGA-0707,"Transformer burst in Sadar Bazar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.1
BAGA-0708,"Transformer burst in Shivaji Nagar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.6
BAGA-0709,"Water contamination in Junnar, children falling sick",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,70.5
BAGA-0710,Electric pole fallen on road near temple in Laxmi Nagar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.5
BAGA-0711,There is no water supply in Ward 12 since 3 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,39.0
BAGA-0712,Streetlight not working on Civil Lines Road for 2 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.2
BAGA-0713,"Water pressure is very low in Aundh, need urgent fix",Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,29.6
BAGA-0714,"Huge pothole on Station Road near hospital, very dangerous",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,221.3
BAGA-0715,Overhead tank not filling in our colony Nehru Colony,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,36.5
BAGA-0716,"Drain overflowing on Civil Lines Road, causing health hazard",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,56.5
BAGA-0717,"Huge pothole on Old Mumbai Highway near park, very dangerous",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,367.5
BAGA-0718,"No water in gram panchayat Ambegaon, bore well dried up",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,63.6
BAGA-0719,Streetlight not working on GT Road for 15 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.5
BAGA-0720,Electric pole fallen on road near hospital in MG Road area,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.0
BAGA-0721,"Drain overflowing on MG Road, causing health hazard",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,42.7
BAGA-0722,"Power cut in Aundh for 8 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,10.3
BAGA-0723,"Power cut in Koregaon Park for 4 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.1
BAGA-0724,"Drain overflowing on Tilak Road, causing health hazard",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,55.2
BAGA-0725,"Water pressure is very low in MG Road area, need urgent fix",Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,28.9
BAGA-0726,Anganwadi building in Rajgurunagar needs repair,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,508.2
BAGA-0727,Open dumping of waste near petrol pump in Nehru Colony,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,48.6
BAGA-0728,"Transformer burst in Nehru Colony, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.3
BAGA-0729,Overhead tank not filling in our colony Gandhi Nagar,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,50.8
BAGA-0730,"Power cut in Sadar Bazar for 12 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.4
BAGA-0731,Water pipe burst on Ring Road near market,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,20.8
BAGA-0732,There is no water supply in Ward 12 since 2 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,36.4
BAGA-0733,"Huge pothole on Old Mumbai Highway near railway station, very dangerous",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,288.4
BAGA-0734,No speed breakers near school on FC Road,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,266.6
BAGA-0735,"Dustbins removed from MG Road, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,13.3
BAGA-0736,There is no water supply in Ward 46 since 2 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,37.8
BAGA-0737,Anganwadi building in Shirgaon needs repair,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,588.6
BAGA-0738,Village road from Pargaon to taluka in terrible condition,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,424.6
BAGA-0739,Water pipe burst on NH-48 near government office,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,31.9
BAGA-0740,Voltage fluctuation damaging appliances in MG Road area,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.9
BAGA-0741,"Water pressure is very low in Shivaji Nagar, need urgent fix",Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,32.6
BAGA-0742,Dirty contaminated water coming from tap in Shivaji Nagar,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,33.5
BAGA-0743,Open dumping of waste near petrol pump in Laxmi Nagar,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,51.6
BAGA-0744,Dirty contaminated water coming from tap in MG Road area,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,32.2
BAGA-0745,Toilet construction incomplete in Shirgaon under SBM,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,56.4
BAGA-0746,"Bridge near Ambegaon damaged, vehicles cannot pass",Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,622.1
BAGA-0747,Toilet construction incomplete in Devgad under SBM,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,65.2
BAGA-0748,Streetlight not working on FC Road for 2 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.6
BAGA-0749,"Divider damaged on FC Road, accidents happening",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,239.7
BAGA-0750,"Footpath broken in Nehru Colony, elderly people falling",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,207.8
BAGA-0751,Voltage fluctuation damaging appliances in Gandhi Nagar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.8
BAGA-0752,There is no water supply in Ward 4 since 6 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,40.6
BAGA-0753,"Huge pothole on Tilak Road near petrol pump, very dangerous",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,245.2
BAGA-0754,"Drain overflowing on MG Road, causing health hazard",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,47.8
BAGA-0755,"Transformer burst in Gandhi Nagar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.2
BAGA-0756,"Sewer line blocked in Laxmi Nagar, sewage on road",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,34.6
BAGA-0757,Overhead tank not filling in our colony Gandhi Nagar,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,30.0
BAGA-0758,"Water contamination in Ambegaon, children falling sick",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,83.4
BAGA-0759,"Footpath broken in Hadapsar, elderly people falling",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,206.7
BAGA-0760,"Sewer line blocked in Gandhi Nagar, sewage on road",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,47.5
BAGA-0761,"Power cut in Kothrud for 4 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,3.4
BAGA-0762,"Huge pothole on Old Mumbai Highway near market, very dangerous",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,242.6
BAGA-0763,"Huge pothole on FC Road near hospital, very dangerous",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,277.7
BAGA-0764,"Power cut in Kothrud for 5 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.4
BAGA-0765,Voltage fluctuation damaging appliances in Aundh,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,10.3
BAGA-0766,No speed breakers near school on NH-48,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,210.2
BAGA-0767,Open dumping of waste near temple in Baner,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,46.9
BAGA-0768,Community hall roof collapsed in gram panchayat Pargaon,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,622.9
BAGA-0769,Anganwadi building in Pargaon needs repair,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,564.9
BAGA-0770,Handpump in village Ambegaon not working for 3 days,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,98.4
BAGA-0771,Overhead tank not filling in our colony Nehru Colony,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,28.9
BAGA-0772,Streetlight not working on Mall Road for 5 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.1
BAGA-0773,"Village Wadgaon needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,79.9
BAGA-0774,There is no water supply in Ward 22 since 10 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,36.5
BAGA-0775,"Transformer burst in Hadapsar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.4
BAGA-0776,"Drain overflowing on NH-48, causing health hazard",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,63.6
BAGA-0777,"Dustbins removed from Old Mumbai Highway, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,56.2
BAGA-0778,Dirty contaminated water coming from tap in Shivaji Nagar,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,42.9
BAGA-0779,There is no water supply in Ward 21 since 4 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,37.7
BAGA-0780,"Power cut in MG Road area for 6 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.6
BAGA-0781,"Drain overflowing on NH-48, causing health hazard",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,55.3
BAGA-0782,"Divider damaged on Old Mumbai Highway, accidents happening",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,326.9
BAGA-0783,Garbage not collected for 3 days in Ward 31,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,51.4
BAGA-0784,Electric pole fallen on road near hospital in Nehru Colony,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.1
BAGA-0785,Community hall roof collapsed in gram panchayat Kolegaon,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,487.5
BAGA-0786,"Power cut in Baner for 8 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.1
BAGA-0787,"Transformer burst in Gandhi Nagar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,10.9
BAGA-0788,Streetlight not working on FC Road for 15 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,11.6
BAGA-0789,"Power cut in Shivaji Nagar for 5 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.3
BAGA-0790,"Dustbins removed from MG Road, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,52.3
BAGA-0791,Streetlight not working on Mall Road for 7 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.8
BAGA-0792,Road damaged after monsoon near government office,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,202.5
BAGA-0793,"Divider damaged on NH-48, accidents happening",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,291.8
BAGA-0794,Open dumping of waste near hospital in Nehru Colony,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,49.8
BAGA-0795,There is no water supply in Ward 6 since 3 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,37.3
BAGA-0796,Community hall roof collapsed in gram panchayat Ambegaon,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,525.2
BAGA-0797,"Dustbins removed from NH-48, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,51.6
BAGA-0798,Streetlight not working on NH-48 for 7 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.5
BAGA-0799,Streetlight not working on Civil Lines Road for 3 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.7
BAGA-0800,"Huge pothole on Ring Road near bus stand, very dangerous",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,224.9
BAGA-0801,"Power cut in Laxmi Nagar for 12 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.8
BAGA-0802,Community hall roof collapsed in gram panchayat Rajgurunagar,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,606.1
BAGA-0803,Dirty contaminated water coming from tap in Laxmi Nagar,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,38.0
BAGA-0804,Streetlight not working on NH-48 for 5 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.1
BAGA-0805,There is no water supply in Ward 11 since 6 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,35.4
BAGA-0806,Voltage fluctuation damaging appliances in Laxmi Nagar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.8
BAGA-0807,"Power cut in Kothrud for 10 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.1
BAGA-0808,"Power cut in Kothrud for 6 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,5.0
BAGA-0809,Voltage fluctuation damaging appliances in Gandhi Nagar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,12.6
BAGA-0810,Toilet construction incomplete in Devgad under SBM,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,103.4
BAGA-0811,"Dustbins removed from Ring Road, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,69.7
BAGA-0812,Voltage fluctuation damaging appliances in Laxmi Nagar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.2
BAGA-0813,"Bridge near Bhimashankar damaged, vehicles cannot pass",Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,484.0
BAGA-0814,"Huge pothole on FC Road near college, very dangerous",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,286.9
BAGA-0815,Overhead tank not filling in our colony Sadar Bazar,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,41.0
BAGA-0816,"Power cut in Kothrud for 2 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.1
BAGA-0817,Dirty contaminated water coming from tap in MG Road area,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,43.7
BAGA-0818,Open dumping of waste near park in MG Road area,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,42.9
BAGA-0819,"No water in gram panchayat Mahuli, bore well dried up",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,97.0
BAGA-0820,There is no water supply in Ward 36 since 24 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,44.7
BAGA-0821,"Footpath broken in Laxmi Nagar, elderly people falling",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,277.3
BAGA-0822,Dirty contaminated water coming from tap in Gandhi Nagar,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,44.7
BAGA-0823,Voltage fluctuation damaging appliances in Hadapsar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,5.1
BAGA-0824,"Water pressure is very low in Aundh, need urgent fix",Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,29.4
BAGA-0825,"Drain overflowing on GT Road, causing health hazard",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,38.2
BAGA-0826,"Power cut in Nehru Colony for 12 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,3.8
BAGA-0827,Voltage fluctuation damaging appliances in Kothrud,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,4.6
BAGA-0828,"Huge pothole on Mall Road near government office, very dangerous",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,333.9
BAGA-0829,"School building in Wadgaon is dangerous, walls cracking",Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,645.0
BAGA-0830,Dirty contaminated water coming from tap in Koregaon Park,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,32.6
BAGA-0831,"Village Devgad needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,123.9
BAGA-0832,Water pipe burst on Ring Road near railway station,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,34.2
BAGA-0833,Handpump in village Ambegaon not working for 3 days,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,117.5
BAGA-0834,"Village Bhimashankar needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,118.0
BAGA-0835,Community hall roof collapsed in gram panchayat Devgad,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,483.8
BAGA-0836,Electric pole fallen on road near college in Koregaon Park,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.7
BAGA-0837,"Village Ambegaon needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,104.1
BAGA-0838,"Transformer burst in Hadapsar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.7
BAGA-0839,"Transformer burst in Aundh, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,2.5
BAGA-0840,Dirty contaminated water coming from tap in MG Road area,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,40.8
BAGA-0841,Open dumping of waste near hospital in Nehru Colony,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,37.9
BAGA-0842,Garbage not collected for 5 days in Ward 42,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,46.4
BAGA-0843,Toilet construction incomplete in Pargaon under SBM,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,87.4
BAGA-0844,"Footpath broken in Nehru Colony, elderly people falling",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,291.7
BAGA-0845,"School building in Junnar is dangerous, walls cracking",Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,508.5
BAGA-0846,"Divider damaged on Station Road, accidents happening",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,276.6
BAGA-0847,"Power cut in Nehru Colony for 3 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,10.4
BAGA-0848,Toilet construction incomplete in Wadgaon under SBM,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,49.1
BAGA-0849,Overhead tank not filling in our colony Sadar Bazar,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,27.5
BAGA-0850,"Water pressure is very low in Laxmi Nagar, need urgent fix",Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,29.0
BAGA-0851,Overhead tank not filling in our colony Sadar Bazar,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,32.8
BAGA-0852,Toilet construction incomplete in Wadgaon under SBM,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,97.9
BAGA-0853,Garbage not collected for 7 days in Ward 2,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,60.4
BAGA-0854,Voltage fluctuation damaging appliances in Gandhi Nagar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.6
BAGA-0855,Water pipe burst on NH-48 near park,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,34.8
BAGA-0856,"Village Junnar needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,109.0
BAGA-0857,There is no water supply in Ward 6 since 4 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,37.2
BAGA-0858,"Water contamination in Rajgurunagar, children falling sick",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,77.2
BAGA-0859,No speed breakers near school on Civil Lines Road,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,307.2
BAGA-0860,Overhead tank not filling in our colony Koregaon Park,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,40.7
BAGA-0861,"Water contamination in Wadgaon, children falling sick",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,91.1
BAGA-0862,Anganwadi building in Bhimashankar needs repair,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,488.4
BAGA-0863,Electric pole fallen on road near government office in Shivaji Nagar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.0
BAGA-0864,Garbage not collected for 5 days in Ward 40,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,37.3
BAGA-0865,Voltage fluctuation damaging appliances in Koregaon Park,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.3
BAGA-0866,Streetlight not working on Ring Road for 15 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.2
BAGA-0867,"Divider damaged on MG Road, accidents happening",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,238.7
BAGA-0868,Dirty contaminated water coming from tap in Laxmi Nagar,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,35.9
BAGA-0869,"Power cut in Kothrud for 6 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.2
BAGA-0870,"Huge pothole on FC Road near hospital, very dangerous",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,209.7
BAGA-0871,"Sewer line blocked in MG Road area, sewage on road",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,51.0
